user_id,age,monthly_income,occupation,city_tier,dependents,rent,loan_payment,insurance,groceries,transport,eating_out,entertainment,utilities,healthcare,education,other_expenses,total_expenses,monthly_savings,savings_goal,financial_health_score,financial_health_category
USER_00477,27,294401,Business Owner,Tier 1,4,108460.0,0.0,5140.0,17800.0,26120.0,10970.0,3150.0,12590.0,13410.0,0.0,8410.0,206050.0,88350.0,Retirement,88.82,Healthy
USER_00478,22,198740,Doctor,Tier 3,4,24770.0,0.0,2120.0,26280.0,12950.0,2900.0,11370.0,10240.0,10560.0,0.0,11400.0,112590.0,86150.0,House,97.78,Healthy
USER_00479,53,119948,Software Engineer,Tier 1,4,29470.0,0.0,3830.0,19190.0,14380.0,10330.0,3370.0,5750.0,5300.0,0.0,7390.0,99010.0,20940.0,Emergency Fund,60.98,Moderate
USER_00480,51,245414,Business Owner,Tier 2,2,49290.0,20000.0,7310.0,17850.0,10400.0,12470.0,18900.0,9350.0,5290.0,11090.0,11490.0,173440.0,71970.0,Investment,82.37,Healthy
USER_00481,48,38015,Freelancer,Tier 3,4,4120.0,0.0,700.0,12700.0,2440.0,2810.0,840.0,3550.0,4990.0,0.0,1170.0,33320.0,4700.0,Emergency Fund,57.47,Moderate
USER_00482,27,61420,Software Engineer,Tier 2,4,17250.0,1700.0,1510.0,13180.0,2890.0,1040.0,1820.0,5000.0,4850.0,0.0,4370.0,53610.0,7810.0,Retirement,56.83,Moderate
USER_00483,36,20363,Student,Tier 2,3,5770.0,0.0,440.0,10210.0,840.0,480.0,1010.0,2710.0,2950.0,910.0,1300.0,26620.0,-6260.0,Investment,32.06,At Risk
USER_00484,49,89544,Private Employee,Tier 2,0,10520.0,10760.0,3440.0,6870.0,7830.0,7110.0,6770.0,4330.0,1470.0,0.0,5970.0,65070.0,24470.0,Investment,73.77,Healthy
USER_00485,18,67817,Other,Tier 2,0,8880.0,8280.0,1680.0,4700.0,3450.0,4780.0,2300.0,3490.0,1050.0,0.0,3260.0,41870.0,25950.0,Emergency Fund,82.04,Healthy
USER_00486,22,72518,Private Employee,Tier 2,3,14700.0,0.0,2090.0,9350.0,3860.0,5310.0,3120.0,4660.0,3730.0,0.0,5540.0,52360.0,20160.0,No Specific Goal,78.46,Healthy
USER_00487,62,14874,Student,Tier 1,1,7770.0,0.0,740.0,5000.0,1070.0,180.0,250.0,1400.0,1720.0,0.0,290.0,18420.0,-3550.0,No Specific Goal,38.14,At Risk
USER_00488,21,56081,Teacher,Tier 2,4,12650.0,0.0,2570.0,12600.0,1860.0,2490.0,940.0,4090.0,2780.0,0.0,3460.0,43440.0,12640.0,Retirement,72.62,Healthy
USER_00489,33,72353,Accountant,Tier 1,1,12930.0,220.0,2630.0,7320.0,8270.0,2760.0,4960.0,3970.0,2510.0,0.0,4000.0,49570.0,22780.0,Emergency Fund,88.35,Healthy
USER_00490,41,92343,Software Engineer,Tier 1,3,18390.0,0.0,2710.0,12260.0,11310.0,7570.0,2580.0,4870.0,5670.0,0.0,5260.0,70620.0,21720.0,Education,73.1,Healthy
USER_00491,33,44503,Private Employee,Tier 2,1,13140.0,0.0,1070.0,7680.0,1970.0,2010.0,2600.0,2960.0,1750.0,0.0,860.0,34040.0,10460.0,Emergency Fund,76.24,Healthy
USER_00492,19,247476,Doctor,Tier 1,0,34200.0,0.0,11810.0,12900.0,10920.0,2640.0,5100.0,10200.0,2660.0,0.0,3160.0,93590.0,153890.0,Education,96.95,Healthy
USER_00493,45,55271,Software Engineer,Tier 3,2,13210.0,10090.0,2570.0,9710.0,2840.0,2580.0,1740.0,3690.0,3030.0,0.0,2030.0,51490.0,3780.0,Investment,35.87,At Risk
USER_00494,49,20376,Freelancer,Tier 3,1,4580.0,0.0,340.0,5410.0,1240.0,720.0,1090.0,2170.0,1530.0,850.0,1060.0,18990.0,1390.0,Education,43.66,Moderate
USER_00495,44,115616,Freelancer,Tier 3,2,21800.0,30620.0,2320.0,13260.0,5970.0,9110.0,1660.0,3380.0,5510.0,0.0,5330.0,98960.0,16660.0,Vehicle,47.4,Moderate
USER_00496,37,43325,Private Employee,Tier 2,1,12510.0,0.0,1110.0,6370.0,3280.0,3080.0,1440.0,2050.0,1470.0,0.0,1050.0,32360.0,10960.0,Retirement,83.03,Healthy
USER_00497,41,171276,Software Engineer,Tier 2,3,22350.0,0.0,4850.0,20380.0,16540.0,12480.0,5470.0,3480.0,2750.0,6230.0,7670.0,102200.0,69080.0,Education,90.61,Healthy
USER_00498,29,19328,Student,Tier 1,2,3260.0,0.0,610.0,7390.0,1290.0,1680.0,340.0,2280.0,2760.0,220.0,1080.0,20910.0,-1580.0,Investment,36.2,At Risk
USER_00499,52,37054,Government Employee,Tier 2,1,5280.0,920.0,430.0,5390.0,3420.0,3560.0,1310.0,2490.0,2480.0,0.0,2760.0,28040.0,9010.0,Education,66.88,Moderate
USER_00500,50,85100,Government Employee,Tier 1,3,22260.0,0.0,1080.0,13150.0,7250.0,8370.0,4810.0,3360.0,4140.0,6900.0,6410.0,77730.0,7370.0,No Specific Goal,44.1,Moderate
USER_00501,50,58809,Software Engineer,Tier 1,0,14540.0,0.0,1690.0,4750.0,5870.0,5780.0,3880.0,2010.0,2130.0,810.0,2070.0,43530.0,15280.0,Emergency Fund,83.58,Healthy
USER_00502,60,20968,Student,Tier 2,4,9680.0,810.0,980.0,8820.0,1850.0,1860.0,680.0,2670.0,3800.0,0.0,1100.0,32250.0,-11280.0,Vehicle,36.16,At Risk
USER_00503,54,11065,Student,Tier 1,3,9200.0,0.0,440.0,7860.0,670.0,700.0,590.0,2050.0,2280.0,690.0,860.0,25340.0,-14280.0,Retirement,30.36,At Risk
USER_00504,29,49495,Other,Tier 1,3,15850.0,0.0,1570.0,11580.0,3390.0,1600.0,770.0,3200.0,2830.0,0.0,530.0,41320.0,8180.0,Investment,67.82,Moderate
USER_00505,20,25976,Freelancer,Tier 2,0,6460.0,0.0,290.0,3570.0,850.0,290.0,1440.0,1300.0,850.0,0.0,1150.0,16200.0,9780.0,Investment,87.69,Healthy
USER_00506,18,45410,Designer,Tier 1,2,16510.0,0.0,580.0,8150.0,4800.0,1890.0,2060.0,2910.0,2520.0,3460.0,2150.0,45030.0,380.0,Education,42.73,Moderate
USER_00507,50,162550,Software Engineer,Tier 1,1,40920.0,0.0,5720.0,9970.0,7100.0,13680.0,8240.0,6100.0,7160.0,0.0,8380.0,107270.0,55280.0,Emergency Fund,86.91,Healthy
USER_00508,57,75276,Other,Tier 1,2,19720.0,20620.0,1330.0,10040.0,5590.0,5530.0,4380.0,4520.0,3400.0,6540.0,2910.0,84580.0,-9300.0,Investment,14.35,At Risk
USER_00509,27,23737,Student,Tier 2,3,9640.0,6690.0,780.0,8830.0,2070.0,540.0,1560.0,2450.0,3210.0,1590.0,850.0,38210.0,-14470.0,Travel,19.47,At Risk
USER_00510,60,78832,Business Owner,Tier 2,1,22380.0,0.0,2220.0,8350.0,2930.0,790.0,940.0,3890.0,3790.0,0.0,3390.0,48680.0,30150.0,Emergency Fund,91.1,Healthy
USER_00511,61,66582,Accountant,Tier 2,4,15310.0,16940.0,1160.0,11340.0,6630.0,2240.0,980.0,3280.0,5690.0,0.0,4270.0,67840.0,-1260.0,Vehicle,22.68,At Risk
USER_00512,46,26703,Teacher,Tier 1,4,8810.0,0.0,760.0,7680.0,2320.0,2120.0,1650.0,3440.0,2840.0,0.0,520.0,30140.0,-3440.0,Investment,25.5,At Risk
USER_00513,30,120430,Doctor,Tier 2,1,24210.0,20930.0,5480.0,12140.0,4670.0,8420.0,6320.0,4880.0,5930.0,0.0,4230.0,97210.0,23220.0,House,55.6,Moderate
USER_00514,29,15621,Student,Tier 2,3,7490.0,3520.0,300.0,6860.0,480.0,1080.0,520.0,2290.0,1680.0,0.0,520.0,24740.0,-9120.0,Vehicle,22.0,At Risk
USER_00515,48,21544,Student,Tier 1,0,11420.0,0.0,1040.0,3970.0,1440.0,1570.0,1340.0,1320.0,1240.0,0.0,840.0,24180.0,-2640.0,No Specific Goal,36.0,At Risk
USER_00516,63,97966,Private Employee,Tier 2,2,25030.0,16640.0,1880.0,10810.0,4450.0,3370.0,4700.0,4670.0,3990.0,3830.0,5480.0,84850.0,13120.0,Investment,52.41,Moderate
USER_00517,19,74843,Private Employee,Tier 2,2,11110.0,11490.0,2120.0,11930.0,4670.0,4730.0,3580.0,2840.0,5160.0,0.0,1100.0,58730.0,16110.0,No Specific Goal,64.19,Moderate
USER_00518,52,97827,Freelancer,Tier 2,0,10710.0,100.0,3810.0,6570.0,6130.0,9600.0,5480.0,4360.0,1190.0,0.0,4050.0,52000.0,45830.0,Emergency Fund,85.75,Healthy
USER_00519,40,73489,Government Employee,Tier 2,0,15660.0,0.0,3010.0,7510.0,3010.0,2590.0,5060.0,3310.0,2060.0,7020.0,5180.0,54410.0,19080.0,Investment,78.74,Healthy
USER_00520,34,96330,Private Employee,Tier 1,4,32310.0,0.0,2160.0,17640.0,9170.0,8470.0,2760.0,6280.0,7420.0,0.0,4360.0,90570.0,5760.0,House,39.59,At Risk
USER_00521,43,17353,Student,Tier 2,0,11730.0,3970.0,180.0,3210.0,1020.0,1590.0,1380.0,1550.0,1120.0,0.0,1340.0,27090.0,-9740.0,House,9.1,At Risk
USER_00522,25,86403,Software Engineer,Tier 2,1,21900.0,16740.0,3030.0,6830.0,6420.0,3960.0,3090.0,4070.0,2440.0,4530.0,3730.0,76740.0,9660.0,Travel,43.26,Moderate
USER_00523,46,72816,Other,Tier 2,4,13310.0,0.0,1670.0,12720.0,6590.0,1220.0,3610.0,5470.0,3890.0,1020.0,2780.0,52280.0,20540.0,Education,89.57,Healthy
USER_00524,43,17829,Student,Tier 2,3,9950.0,4950.0,550.0,7200.0,750.0,1770.0,1230.0,2430.0,3450.0,0.0,540.0,32820.0,-14990.0,Vehicle,7.54,At Risk
USER_00525,27,73669,Private Employee,Tier 3,4,7930.0,9480.0,930.0,12900.0,3550.0,1360.0,3170.0,5290.0,6000.0,0.0,4090.0,54700.0,18970.0,Emergency Fund,73.31,Healthy
USER_00526,43,53046,Software Engineer,Tier 3,4,12170.0,0.0,1360.0,10110.0,3770.0,4480.0,1150.0,4570.0,4060.0,0.0,700.0,42370.0,10680.0,Investment,63.39,Moderate
USER_00527,51,75057,Private Employee,Tier 2,2,10890.0,8960.0,2650.0,10470.0,6050.0,3100.0,6000.0,4220.0,4250.0,0.0,5520.0,62110.0,12950.0,Investment,50.89,Moderate
USER_00528,58,47748,Private Employee,Tier 2,0,7440.0,0.0,640.0,5670.0,2450.0,3100.0,3240.0,1830.0,920.0,4470.0,2570.0,32330.0,15420.0,Investment,82.72,Healthy
USER_00529,24,87275,Software Engineer,Tier 1,1,18140.0,0.0,2520.0,7320.0,9050.0,3230.0,1690.0,3260.0,2970.0,0.0,2720.0,50900.0,36380.0,Investment,96.5,Healthy
USER_00530,21,84604,Software Engineer,Tier 2,0,13280.0,0.0,2320.0,5430.0,4800.0,3700.0,4610.0,2900.0,1490.0,5690.0,5710.0,49930.0,34670.0,Emergency Fund,88.0,Healthy
USER_00531,62,58856,Private Employee,Tier 2,2,7800.0,0.0,1320.0,9000.0,5770.0,2090.0,1820.0,3120.0,3210.0,0.0,3890.0,38020.0,20840.0,House,89.66,Healthy
USER_00532,28,93960,Doctor,Tier 1,0,20070.0,0.0,4640.0,7660.0,5620.0,2680.0,4750.0,3860.0,1950.0,8950.0,4380.0,64560.0,29400.0,House,89.13,Healthy
USER_00533,46,156816,Software Engineer,Tier 1,1,38100.0,0.0,7680.0,9590.0,8330.0,6680.0,3040.0,3080.0,2480.0,15120.0,2300.0,96400.0,60420.0,Retirement,90.7,Healthy
USER_00534,53,30387,Private Employee,Tier 1,0,7990.0,1070.0,900.0,3760.0,3480.0,2670.0,1910.0,1500.0,980.0,0.0,1530.0,25790.0,4600.0,No Specific Goal,60.71,Moderate
USER_00535,42,92603,Software Engineer,Tier 1,2,15200.0,0.0,1620.0,10180.0,7500.0,1610.0,5780.0,4440.0,4490.0,0.0,3310.0,54130.0,38470.0,No Specific Goal,87.65,Healthy
USER_00536,38,91185,Accountant,Tier 1,1,29170.0,15460.0,2610.0,9640.0,9360.0,1000.0,2300.0,3090.0,4410.0,0.0,4430.0,81470.0,9720.0,Emergency Fund,47.5,Moderate
USER_00537,53,63099,Government Employee,Tier 1,0,12800.0,7810.0,2770.0,4480.0,7610.0,1970.0,2340.0,2060.0,1030.0,0.0,2260.0,45130.0,17970.0,Travel,77.88,Healthy
USER_00538,27,17403,Student,Tier 2,2,7490.0,2360.0,410.0,8230.0,760.0,1500.0,800.0,2260.0,1730.0,550.0,720.0,26810.0,-9410.0,House,22.69,At Risk
USER_00539,54,75200,Private Employee,Tier 1,2,15600.0,13010.0,1780.0,9960.0,3480.0,7050.0,4330.0,4320.0,5080.0,6360.0,2230.0,73200.0,2000.0,Retirement,25.22,At Risk
USER_00540,26,42280,Government Employee,Tier 1,4,14410.0,0.0,1790.0,13270.0,2390.0,3520.0,1470.0,4080.0,3310.0,0.0,2030.0,46270.0,-3990.0,Emergency Fund,33.71,At Risk
USER_00541,41,173347,Software Engineer,Tier 3,1,23650.0,0.0,6090.0,14580.0,5270.0,2320.0,2280.0,7590.0,5230.0,0.0,8410.0,75420.0,97930.0,Travel,97.85,Healthy
USER_00542,52,98005,Doctor,Tier 1,1,24640.0,9020.0,2570.0,7360.0,11920.0,2700.0,2860.0,4560.0,3740.0,0.0,5570.0,74940.0,23060.0,Vehicle,71.4,Healthy
USER_00543,52,151723,Software Engineer,Tier 3,0,21180.0,0.0,4660.0,11140.0,9700.0,6020.0,7200.0,6830.0,2250.0,10710.0,2420.0,82110.0,69610.0,Travel,92.85,Healthy
USER_00544,53,46385,Software Engineer,Tier 2,4,8230.0,13260.0,1570.0,12300.0,3520.0,3320.0,1770.0,3770.0,4330.0,0.0,1640.0,53710.0,-7320.0,Education,10.4,At Risk
USER_00545,35,138806,Software Engineer,Tier 1,1,38820.0,0.0,2280.0,11670.0,16760.0,5480.0,10950.0,3630.0,6010.0,10140.0,10430.0,116170.0,22640.0,Vehicle,66.03,Moderate
USER_00546,56,28569,Teacher,Tier 1,2,8520.0,240.0,830.0,8410.0,3520.0,1560.0,1030.0,2270.0,2040.0,2080.0,2140.0,32640.0,-4070.0,House,30.36,At Risk
USER_00547,49,147575,Software Engineer,Tier 1,1,50560.0,0.0,4560.0,15600.0,17320.0,2020.0,10040.0,4730.0,6640.0,5250.0,11790.0,128510.0,19060.0,Investment,57.44,Moderate
USER_00548,41,50910,Private Employee,Tier 1,4,13610.0,0.0,2540.0,12090.0,4850.0,680.0,580.0,2930.0,5030.0,0.0,3360.0,45670.0,5240.0,Emergency Fund,58.87,Moderate
USER_00549,40,78170,Private Employee,Tier 1,3,14010.0,0.0,1570.0,13180.0,6330.0,5930.0,3240.0,5110.0,3070.0,0.0,2730.0,55170.0,23000.0,Investment,88.42,Healthy
USER_00550,49,170709,Business Owner,Tier 1,2,63570.0,50770.0,3400.0,18470.0,7060.0,3320.0,6870.0,7380.0,3880.0,0.0,2580.0,167300.0,3410.0,Emergency Fund,22.41,At Risk
USER_00551,54,89752,Freelancer,Tier 1,1,26560.0,0.0,3630.0,11070.0,10250.0,3120.0,6630.0,3140.0,3460.0,0.0,5150.0,73010.0,16740.0,Investment,69.25,Moderate
USER_00552,29,91398,Accountant,Tier 2,2,15990.0,0.0,2140.0,11710.0,3380.0,950.0,2670.0,3090.0,5660.0,980.0,5680.0,52250.0,39150.0,Emergency Fund,88.86,Healthy
USER_00553,30,84383,Government Employee,Tier 1,0,30970.0,0.0,1030.0,5030.0,3800.0,5010.0,3530.0,3810.0,1550.0,0.0,3360.0,58090.0,26290.0,Investment,86.11,Healthy
USER_00554,40,56600,Private Employee,Tier 3,2,13210.0,0.0,2730.0,10390.0,3440.0,3330.0,3150.0,3290.0,3970.0,0.0,2170.0,45680.0,10920.0,Travel,72.61,Healthy
USER_00555,42,56315,Software Engineer,Tier 1,1,8160.0,0.0,660.0,8250.0,6210.0,2830.0,3450.0,2890.0,1630.0,4450.0,3520.0,42050.0,14260.0,Education,71.95,Healthy
USER_00556,52,49232,Designer,Tier 3,0,4090.0,0.0,2300.0,4140.0,3070.0,3980.0,3850.0,2800.0,1300.0,0.0,1160.0,26690.0,22540.0,Travel,85.89,Healthy
USER_00557,58,18355,Student,Tier 1,0,10580.0,2750.0,780.0,3320.0,1270.0,820.0,1450.0,1330.0,720.0,0.0,1120.0,24140.0,-5780.0,No Specific Goal,20.36,At Risk
USER_00558,47,25479,Teacher,Tier 2,0,6040.0,1480.0,880.0,4360.0,2240.0,820.0,1250.0,1370.0,1480.0,2400.0,1350.0,23670.0,1810.0,Travel,46.55,Moderate
USER_00559,34,68499,Private Employee,Tier 1,3,20740.0,9780.0,3100.0,13700.0,2600.0,2750.0,3950.0,4440.0,4010.0,2060.0,5230.0,72360.0,-3860.0,Travel,28.64,At Risk
USER_00560,37,10333,Student,Tier 2,3,8630.0,0.0,180.0,8840.0,430.0,750.0,170.0,1940.0,2350.0,0.0,220.0,23510.0,-13180.0,Emergency Fund,42.08,Moderate
USER_00561,42,102821,Software Engineer,Tier 1,0,29050.0,21410.0,1800.0,8650.0,8360.0,9800.0,7200.0,5080.0,4460.0,2940.0,7570.0,106320.0,-3500.0,Emergency Fund,13.6,At Risk
USER_00562,39,77993,Government Employee,Tier 2,1,12250.0,0.0,2160.0,9360.0,7130.0,5730.0,2650.0,2690.0,3440.0,7270.0,2420.0,55100.0,22890.0,Retirement,85.46,Healthy
USER_00563,30,51655,Government Employee,Tier 1,0,8620.0,5140.0,2580.0,4330.0,2410.0,5130.0,2530.0,2340.0,1020.0,0.0,1860.0,35960.0,15700.0,Retirement,74.66,Healthy
USER_00564,36,46828,Private Employee,Tier 2,0,13370.0,0.0,490.0,4310.0,3050.0,3020.0,3420.0,2740.0,2020.0,0.0,2380.0,34800.0,12030.0,Retirement,77.01,Healthy
USER_00565,53,69990,Freelancer,Tier 1,2,24730.0,0.0,1100.0,8720.0,3880.0,6670.0,1340.0,3110.0,3810.0,0.0,5220.0,58580.0,11410.0,Retirement,59.6,Moderate
USER_00566,29,16191,Student,Tier 2,2,8890.0,0.0,630.0,5660.0,730.0,370.0,1130.0,2070.0,2030.0,0.0,1290.0,22800.0,-6610.0,Vehicle,30.5,At Risk
USER_00567,58,21205,Student,Tier 1,2,7440.0,0.0,430.0,7450.0,2360.0,670.0,450.0,2000.0,1990.0,0.0,750.0,23540.0,-2340.0,Education,38.35,At Risk
USER_00568,36,52962,Private Employee,Tier 1,4,11590.0,0.0,1700.0,11340.0,2760.0,3680.0,1680.0,4830.0,5040.0,0.0,4060.0,46680.0,6280.0,No Specific Goal,52.86,Moderate
USER_00569,29,62803,Teacher,Tier 2,2,6890.0,3650.0,2420.0,7680.0,2180.0,3390.0,3550.0,3430.0,2490.0,1970.0,2200.0,39850.0,22950.0,Retirement,83.34,Healthy
USER_00570,26,27209,Private Employee,Tier 3,2,2880.0,0.0,1190.0,6670.0,780.0,1160.0,1670.0,2280.0,2610.0,0.0,1390.0,20630.0,6580.0,Investment,75.6,Healthy
USER_00571,24,159736,Software Engineer,Tier 2,1,28120.0,0.0,5150.0,8660.0,8710.0,6700.0,9980.0,6860.0,4700.0,6120.0,9160.0,94160.0,65580.0,House,86.1,Healthy
USER_00572,45,238567,Business Owner,Tier 2,3,35250.0,0.0,3350.0,24330.0,16190.0,8850.0,17640.0,6350.0,11130.0,9980.0,7910.0,140980.0,97590.0,House,93.5,Healthy
USER_00573,31,40275,Business Owner,Tier 2,3,9960.0,0.0,1520.0,8980.0,1240.0,3340.0,1220.0,2110.0,3750.0,500.0,1430.0,34050.0,6220.0,Investment,58.59,Moderate
USER_00574,48,51008,Government Employee,Tier 2,3,14330.0,0.0,1530.0,7850.0,5080.0,2140.0,3260.0,3550.0,2990.0,4920.0,1940.0,47590.0,3420.0,Emergency Fund,43.73,Moderate
USER_00575,36,90675,Government Employee,Tier 1,4,31940.0,0.0,3420.0,13330.0,10850.0,1530.0,7210.0,4890.0,6680.0,2630.0,5750.0,88230.0,2440.0,No Specific Goal,39.49,At Risk
USER_00576,64,98302,Business Owner,Tier 1,0,27140.0,0.0,1210.0,6310.0,7690.0,2320.0,1490.0,4360.0,1240.0,0.0,7730.0,59490.0,38810.0,Travel,91.11,Healthy
USER_00577,33,59609,Teacher,Tier 3,2,11480.0,2390.0,600.0,8370.0,1920.0,3250.0,1430.0,3250.0,2950.0,0.0,1580.0,37220.0,22390.0,Emergency Fund,89.47,Healthy
USER_00578,22,20251,Student,Tier 2,1,10520.0,0.0,940.0,5070.0,840.0,440.0,1500.0,2160.0,1690.0,1610.0,370.0,25140.0,-4890.0,Emergency Fund,31.58,At Risk
USER_00579,52,23631,Student,Tier 2,4,4430.0,700.0,770.0,12490.0,1350.0,2010.0,660.0,3820.0,3400.0,350.0,1110.0,31090.0,-7460.0,Emergency Fund,26.4,At Risk
USER_00580,29,119082,Business Owner,Tier 2,3,27030.0,0.0,2040.0,18080.0,11180.0,11000.0,9080.0,3350.0,6220.0,0.0,4650.0,92630.0,26450.0,Investment,74.06,Healthy
USER_00581,42,72687,Teacher,Tier 1,4,15450.0,11010.0,2780.0,11490.0,5350.0,1160.0,3390.0,2930.0,4950.0,0.0,1760.0,60270.0,12420.0,Emergency Fund,54.43,Moderate
USER_00582,38,101211,Government Employee,Tier 1,1,12800.0,0.0,3880.0,10230.0,7230.0,8950.0,4840.0,3940.0,3320.0,0.0,5820.0,61010.0,40200.0,Vehicle,84.59,Healthy
USER_00583,53,36569,Teacher,Tier 2,4,7860.0,0.0,1700.0,13420.0,3450.0,2620.0,630.0,4000.0,2810.0,0.0,1960.0,38450.0,-1880.0,Emergency Fund,33.18,At Risk
USER_00584,40,74639,Private Employee,Tier 1,3,13030.0,0.0,3040.0,10810.0,9290.0,2930.0,1720.0,2500.0,5740.0,0.0,5710.0,54770.0,19870.0,Investment,83.38,Healthy
USER_00585,33,68173,Accountant,Tier 1,0,23630.0,110.0,2970.0,6680.0,4850.0,2230.0,4850.0,2440.0,3210.0,0.0,2120.0,53090.0,15080.0,Investment,72.4,Healthy
USER_00586,56,95856,Software Engineer,Tier 2,3,27490.0,27640.0,4160.0,12470.0,9330.0,4460.0,5800.0,4630.0,3490.0,3040.0,6630.0,109140.0,-13280.0,Education,17.24,At Risk
USER_00587,62,80033,Software Engineer,Tier 3,3,8480.0,0.0,1740.0,12100.0,2500.0,5120.0,1520.0,3950.0,2330.0,0.0,3830.0,41570.0,38460.0,Emergency Fund,96.25,Healthy
USER_00588,59,13597,Student,Tier 1,3,3680.0,0.0,420.0,8290.0,750.0,430.0,270.0,2110.0,3210.0,160.0,300.0,19620.0,-6020.0,Travel,36.08,At Risk
USER_00589,56,59708,Private Employee,Tier 2,4,6020.0,0.0,680.0,13830.0,3610.0,5330.0,4420.0,3920.0,5640.0,4140.0,3960.0,51550.0,8160.0,Education,54.26,Moderate
USER_00590,31,280021,Business Owner,Tier 1,1,98920.0,0.0,3280.0,21470.0,19870.0,3500.0,18170.0,4460.0,5920.0,0.0,19410.0,195000.0,85020.0,No Specific Goal,88.06,Healthy
USER_00591,48,104024,Software Engineer,Tier 1,3,16960.0,0.0,4710.0,10390.0,5990.0,1700.0,1910.0,5890.0,5180.0,0.0,2800.0,55530.0,48490.0,No Specific Goal,98.91,Healthy
USER_00592,22,36989,Private Employee,Tier 3,4,5540.0,0.0,450.0,12280.0,1870.0,1960.0,1840.0,3220.0,2980.0,0.0,2870.0,33010.0,3980.0,Travel,49.67,Moderate
USER_00593,52,15735,Student,Tier 2,1,5070.0,2230.0,500.0,4490.0,1280.0,640.0,1240.0,1370.0,1880.0,700.0,430.0,19830.0,-4100.0,Vehicle,22.95,At Risk
USER_00594,40,63727,Government Employee,Tier 1,0,13910.0,6170.0,3000.0,7470.0,3260.0,2420.0,2990.0,2430.0,2560.0,730.0,700.0,45640.0,18090.0,Travel,77.82,Healthy
USER_00595,46,69398,Government Employee,Tier 2,3,17840.0,0.0,1260.0,13720.0,3850.0,3550.0,1150.0,2430.0,5000.0,0.0,4980.0,53780.0,15620.0,Vehicle,70.46,Healthy
USER_00596,60,63560,Private Employee,Tier 1,2,14410.0,0.0,1760.0,9390.0,2550.0,3920.0,2760.0,2790.0,4170.0,910.0,2210.0,44870.0,18690.0,Emergency Fund,82.97,Healthy
USER_00597,28,10563,Student,Tier 2,4,10080.0,0.0,380.0,10240.0,1020.0,250.0,320.0,2200.0,2550.0,0.0,820.0,27860.0,-17300.0,No Specific Goal,35.02,At Risk
USER_00598,35,58231,Designer,Tier 1,0,17310.0,1780.0,1890.0,7030.0,6060.0,5030.0,2690.0,2190.0,2640.0,3130.0,2450.0,52200.0,6030.0,No Specific Goal,52.66,Moderate
USER_00599,64,89267,Private Employee,Tier 3,0,14530.0,0.0,2190.0,7600.0,3770.0,3650.0,5540.0,2230.0,1780.0,4050.0,1540.0,46880.0,42390.0,Travel,93.73,Healthy
USER_00600,29,50128,Software Engineer,Tier 2,0,12410.0,0.0,2080.0,4880.0,2110.0,2720.0,2250.0,2630.0,2440.0,0.0,790.0,32310.0,17820.0,Emergency Fund,91.42,Healthy
USER_00601,26,64055,Software Engineer,Tier 1,4,22080.0,0.0,1690.0,12520.0,5380.0,3910.0,1240.0,3710.0,4660.0,6250.0,2190.0,63630.0,420.0,Retirement,40.78,Moderate
USER_00602,27,265315,Business Owner,Tier 3,1,54890.0,0.0,6750.0,20520.0,9700.0,18130.0,16810.0,9670.0,9970.0,0.0,11200.0,157640.0,107680.0,No Specific Goal,86.23,Healthy
USER_00603,61,77359,Freelancer,Tier 3,2,14750.0,0.0,840.0,9710.0,4210.0,1560.0,2100.0,3310.0,4610.0,0.0,2270.0,43360.0,34000.0,Investment,93.66,Healthy
USER_00604,34,58646,Accountant,Tier 1,1,17620.0,0.0,2610.0,8010.0,4290.0,5040.0,640.0,1880.0,3150.0,2910.0,4120.0,50270.0,8380.0,Emergency Fund,54.59,Moderate
USER_00605,55,97149,Government Employee,Tier 3,3,10280.0,0.0,4860.0,12840.0,5350.0,1530.0,1970.0,6040.0,4000.0,0.0,1820.0,48690.0,48460.0,Vehicle,94.86,Healthy
USER_00606,24,32120,Accountant,Tier 3,2,7460.0,7720.0,1280.0,6840.0,1740.0,950.0,1780.0,2120.0,1810.0,0.0,1590.0,33290.0,-1170.0,Education,22.21,At Risk
USER_00607,63,11391,Student,Tier 2,1,5300.0,1250.0,560.0,5320.0,350.0,210.0,870.0,1500.0,1440.0,0.0,640.0,17440.0,-6050.0,Travel,30.28,At Risk
USER_00608,30,18158,Student,Tier 3,3,4110.0,4030.0,540.0,10540.0,1150.0,1430.0,1150.0,2530.0,2890.0,0.0,860.0,29230.0,-11070.0,Investment,11.12,At Risk
USER_00609,57,66699,Designer,Tier 2,2,13580.0,0.0,2220.0,9700.0,4740.0,4950.0,2170.0,3230.0,2560.0,0.0,3670.0,46820.0,19880.0,Emergency Fund,86.74,Healthy
USER_00610,59,43746,Freelancer,Tier 2,4,5480.0,0.0,1990.0,11700.0,3170.0,1610.0,1710.0,3670.0,3600.0,0.0,860.0,33790.0,9960.0,Emergency Fund,69.97,Moderate
USER_00611,26,53045,Business Owner,Tier 3,3,9280.0,14130.0,1640.0,11220.0,2080.0,4260.0,2670.0,3230.0,2810.0,0.0,3330.0,54650.0,-1600.0,Travel,20.98,At Risk
USER_00612,44,74153,Freelancer,Tier 2,1,10120.0,4670.0,950.0,7500.0,7170.0,6810.0,1090.0,3280.0,1610.0,0.0,4620.0,47820.0,26330.0,Investment,75.73,Healthy
